Name,FQDN,Class,Is Virtual,Location,IP Address,Sub-Environment,Operational Status,Status (install_status),Operating System,OS Version,PCI Designation
eri2rhldl29v,,Linux Server,TRUE,,10.228.242.91,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl30v,,Linux Server,TRUE,,10.228.242.92,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl31v,,Linux Server,TRUE,,10.228.242.93,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl32v,,Linux Server,TRUE,,10.228.242.94,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl33v,,Linux Server,TRUE,,10.228.242.95,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2rhldl34v,,Linux Server,TRUE,,10.228.242.96,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl35v,,Linux Server,TRUE,,10.228.242.97,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2rhldl36v,,Linux Server,TRUE,,10.228.242.98,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl37v,,Linux Server,TRUE,,10.228.242.99,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2rhldl38v,,Linux Server,TRUE,,10.228.242.100,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl39v,,Linux Server,TRUE,,10.228.242.67,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2rhldl40v,,Linux Server,TRUE,,10.228.242.68,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhldl41v,,Linux Server,TRUE,,10.228.242.79,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2rhldl42v,,Linux Server,TRUE,,10.228.242.83,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2rhlpl10v,eri2rhlpl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.230.25,PROD,Operational,Installed,RHEL 9.7,,Not PCI related
eri2rhlpl12v,eri2rhlpl12v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.230.26,PROD,Operational,Installed,RHEL 9.7,9.7,Not PCI related
eri2rhlpl13v,eri2rhlpl13v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.230.46,PROD,Operational,Installed,RHEL8.10,8.1,Not PCI related
eri2rhlpl14v,eri2rhlpl14v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.230.26,,Non-Operational,Retired,RHEL9.3,,
eri2rpsapw10v,eri2rpsapw10v.corp.cvscaremark.com,Windows Server,TRUE,,10.249.20.188,,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2rscapl10v,eri2rscapl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.24.105,PROD,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rscapl11v,eri2rscapl11v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.28.93,PROD,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rsmapl10v,eri2rsmapl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.24.104,PROD,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rsmapl11v,eri2rsmapl11v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.28.92,PROD,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rspadl10v,eri2rspadl10v.cvs.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.9.105,DEV,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rspapl10v,eri2rspapl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.24.103,PROD,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rspapl11v,eri2rspapl11v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.28.91,PROD,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rssddl10v,eri2rssddl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.9.106,DEV,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rssdpl10v,eri2rssdpl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.24.106,PROD,Non-Operational,Retired,Linux Red Hat,7.9,Not PCI related
eri2rtsddw10v,eri2rtsddw10v.corp.cvscaremark.com,Windows Server,TRUE,,10.228.243.126,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2ru2dtw11v,eri2ru2dtw11v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.249.12.178,TEST,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2ru2mtw10v,eri2ru2mtw10v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.249.12.176,TEST,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2ru2qtw10v,eri2ru2qtw10v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.249.12.177,TEST,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2rz1kdl10v,eri2rz1kdl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.125,DEV,Operational,Installed,Linux Red Hat,9.7,Not PCI related
eri2saptdl10v,,Linux Server,TRUE,,10.228.242.53,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2saptdl11v,eri2saptdl11v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.44,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2saptdl12v,,Linux Server,TRUE,,10.228.242.58,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2scompw10v,eri2scompw10v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Pennsylvania,10.228.232.85,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
eri2scompw20v,eri2scompw20v.corp.cvscaremark.com,Windows Server,TRUE,Cumberland-2100 Highland Corp,10.228.167.178,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2scompw21v,eri2scompw21v.corp.cvscaremark.com,Windows Server,TRUE,Cumberland-2100 Highland Corp,10.228.167.179,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2snmadl10v,eri2snmadl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.238.14,DEV,Operational,Installed,Linux Red Hat,8.1,Not PCI related
eri2snmapl10v,eri2snmapl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.234.20,PROD,Operational,Installed,Linux Red Hat,8.1,Not PCI related
eri2snmapl11v,eri2snmapl11v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.234.22,PROD,Operational,Installed,Linux Red Hat,8.1,Not PCI related
eri2speapw10v,eri2speapw10v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Arizona,10.249.20.135,PROD,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2speapw11v,eri2speapw11v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Arizona,10.249.20.136,PROD,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2splsdl10v,eri2splsdl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.54,,Non-Operational,Retired,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2spsmpw30v,eri2spsmpw30v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.161,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw31v,eri2spsmpw31v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.162,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw32v,eri2spsmpw32v.corp.cvscaremark.com,Windows Server,TRUE,Cumberland-2100 Highland Corp,10.228.167.163,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw33v,eri2spsmpw33v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.164,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw34v,eri2spsmpw34v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.165,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw35v,eri2spsmpw35v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.228.167.166,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw36v,eri2spsmpw36v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.167,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw37v,eri2spsmpw37v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.168,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw38v,eri2spsmpw38v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.169,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw39v,eri2spsmpw39v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.171,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2spsmpw40v,eri2spsmpw40v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.228.167.160,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2srmcpl3v,eri2srmcpl3v.corp.cvscaremark.com,UNIX Server,TRUE,,10.18.145.41,PROD,Operational,Installed,,,Not PCI related
eri2srmcpl4v,eri2srmcpl4v.corp.cvscaremark.com,UNIX Server,TRUE,,10.18.145.42,PROD,Operational,Installed,,,Not PCI related
eri2srmcpl5v,eri2srmcpl5v.corp.cvscaremark.com,UNIX Server,TRUE,,10.18.145.43,PROD,Operational,Installed,,,Not PCI related
eri2srmcpl6v,eri2srmcpl6v.corp.cvscaremark.com,UNIX Server,TRUE,,10.18.145.44,PROD,Operational,Installed,,,Not PCI related
eri2swoapw21v,eri2swoapw21v.corp.cvscaremark.com,Windows Server,TRUE,Cumberland-2100 Highland Corp,10.228.167.122,DR,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2swodpw10v,eri2swodpw10v.corp.cvscaremark.com,Windows Server,TRUE,Cumberland-2100 Highland Corp,10.228.167.188,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2swpwpw10v,eri2swpwpw10v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.18.3.13,PROD,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2testl10v,eri2testl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.220.238.220,,Non-Operational,Retired,Linux Red Hat,8.1,Not PCI related
eri2ttsddl10v,,Linux Server,TRUE,,10.228.242.109,,Operational,Installed,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2ttsddl11v,,Linux Server,TRUE,,10.228.242.48,,Operational,Installed,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2ttsddl12v,eri2ttsddl12v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.108,,Operational,Installed,Linux Red Hat,8.1,
eri2ttsddl13v,eri2ttsddl13v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.48,,Operational,Installed,RHEL8.10,8.1,
eri2ttsddl14v,eri2ttsddl14v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.46,,Operational,Installed,RHEL8.10,8.1,
eri2ttsddl15v,eri2ttsddl15v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.48,,Operational,Installed,RHEL8.10,8.1,
eri2ttsfdl10v,eri2ttsfdl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.109,,Operational,Installed,Linux Red Hat,8.1,
eri2ttsgdl10v,eri2ttsgdl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.108,,Operational,Installed,RHEL8.10,8.1,
eri2ttsldl10v,eri2ttsldl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.114,,Operational,Installed,Linux Red Hat,8.1,
eri2ttsldw10v,,Windows Server,TRUE,,10.228.243.139,,Operational,Installed,Windows Server 2019 Standard,10.0.17763,
eri2ttspdl10v,eri2ttspdl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.238.138,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2ttspdw10v,,Windows Server,TRUE,,10.228.243.81,,Non-Operational,Retired,Windows Server 2022 Standard,10.0.20348,
eri2ttspdw88v,,Windows Server,TRUE,,10.228.243.80,,Non-Operational,Retired,Windows Server 2019 Standard,10.0.17763,
eri2ttssdw10v,eri2ttssdw10v.corp.cvscaremark.com,Windows Server,TRUE,,10.228.243.117,DEV,Operational,Installed,Windows Server 2022 Standard,10.0.20348,Not PCI related
eri2ttstdl10v,eri2ttstdl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.74,,Non-Operational,Retired,Red Hat Enterprise Linux Release 9.5 (plow),9.5,
eri2ttstdl11v,,Linux Server,TRUE,,10.228.242.111,,Operational,Installed,Red Hat Enterprise Linux Release 8.10 (ootpa),8.1,
eri2ttstdw10v,eri2ttstdw10v.corp.cvscaremark.com,Windows Server,TRUE,,10.228.243.117,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2ttstdw11v,,Windows Server,TRUE,,10.228.243.119,,Non-Operational,Retired,Windows Server 2019 Standard,10.0.17763,
eri2ttstdw12v,,Windows Server,TRUE,,10.228.243.127,,Non-Operational,Retired,Windows Server 2022 Standard,10.0.20348,
eri2ttsttw10v,eri2ttsttw10v.corp.cvscaremark.com,Windows Server,TRUE,Cumberland-2100 Highland Corp,10.228.243.115,,Operational,Installed,Windows 2022 Standard,10.0.20348,
eri2tvmapw10v,eri2tvmapw10v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.249.20.193,PROD,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
eri2tvmapw30v,eri2tvmapw30v.corp.cvscaremark.com,Windows Server,TRUE,Cumberland-2100 Highland Corp,10.228.167.184,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
eri2tvoapl10v,eri2tvoapl10v.cvs.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.249.16.46,PROD,Operational,Installed,Linux Red Hat,7.9,Not PCI related
eri2ucmdbpw1v,eri2ucmdbpw1v.corp.cvscaremark.com,Windows Server,TRUE,,10.249.120.8,PROD,Non-Operational,Retired,Windows 2012 R2 Standard,6.3.9600,Not PCI related
eri2vidmpl1v,eri2vidmpl1v.corp.cvscaremark.com,UNIX Server,TRUE,,10.18.40.214,PROD,Operational,Installed,,,Not PCI related
eri2vrada1a.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.228.191.46,,Operational,Installed,,,
eri2vrada1b.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.228.191.47,,Operational,Installed,,,
eri2vrapa1a.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.25,,Operational,Installed,,,
eri2vrapa1b.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.26,,Operational,Installed,,,
eri2vrapl01v,eri2vrapl01v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.218.15,PROD,Non-Operational,Retired,Vmware,,Not PCI related
eri2vrapl02v,eri2vrapl02v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.218.16,PROD,Non-Operational,Retired,Vmware,,Not PCI related
eri2vrapl03v,eri2vrapl03v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.218.17,PROD,Non-Operational,Retired,Vmware,,Not PCI related
eri2vropda1a.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.228.191.11,,Operational,Installed,,,
eri2vroppa1a.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.37,,Operational,Installed,,,
eri2vroppa1b.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.238,,Operational,Installed,,,
eri2vroppa1c,eri2vroppa1c.corp.cvscaremark.com,Linux Server,TRUE,,10.249.2.39,PROD,Non-Operational,Retired,SuSE Linux,(64-bit),Not PCI related
eri2vroppa1c.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.39,,Operational,Installed,,,
eri2vroppa1d.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.44,,Operational,Installed,,,
eri2vroppa1e.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.47,,Operational,Installed,,,
eri2vroppa1f.corp.cvscaremark.com,,Network Appliance Hardware,FALSE,,10.249.2.48,,Operational,Installed,,,
eri2vrops01,eri2vrops01.corp.cvscaremark.com,Appliance,TRUE,,10.228.218.18,PROD,Operational,Installed,,,Not PCI related
eri2vseadl10v,,Linux Server,TRUE,,10.228.242.55,DEV,Operational,Installed,Red Hat Enterprise Linux,,Not PCI related
eri2vseapl10v,eri2vseapl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.166.44,PROD,Non-Operational,Retired,RHEL9.4,,Not PCI related
eri2vseatl10v,eri2vseatl10v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.242.55,,Non-Operational,Retired,RHEL9.4,,
eri2webwdl10v,eri2webwdl10v.corp.cvscaremark.com,Linux Server,TRUE,Cumberland-2100 Highland Corp,10.228.242.52,DEV,Operational,Installed,RHEL9.6,,Not PCI related
eri2webwdl11v,eri2webwdl11v.corp.cvscaremark.com,Linux Server,TRUE,Cumberland-2100 Highland Corp,10.228.242.39,DEV,Operational,Installed,RHEL9.4,,Not PCI related
eri2windl10v,eri2windl10v.corp.cvscaremark.com,Linux Server,TRUE,,10.228.242.54,,Non-Operational,Retired,Linux Red Hat,8.1,
eri2windw10v,eri2windw10v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.48,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw11v,eri2windw11v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.75,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw12v,eri2windw12v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.66,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw13v,eri2windw13v.corp.cvscaremark.com,Linux Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.77,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,
eri2windw14v,eri2windw14v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.81,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw15v,eri2windw15v.corp.cvscaremark.com,Windows Server,TRUE,,10.228.243.82,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw16v,eri2windw16v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.83,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw17v,eri2windw17v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.66,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw18v,eri2windw18v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.70,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw19v,eri2windw19v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.73,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw20v,eri2windw20v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.70,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw21v,eri2windw21v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.74,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw22v,eri2windw22v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.75,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw23v,eri2windw23v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.76,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw24v,,Windows Server,TRUE,,10.228.243.75,,Non-Operational,Retired,Windows Server 2022 Standard,10.0.20348,
eri2windw25v,eri2windw25v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.77,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw27v,eri2windw27v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.89,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw28v,eri2windw28v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.72,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw29v,eri2windw29v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.75,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw30v,eri2windw30v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.90,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw31v,,Windows Server,TRUE,,10.228.243.74,,Non-Operational,Retired,Windows Server 2022 Standard,10.0.20348,
eri2windw32v,eri2windw32v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.91,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw33v,eri2windw33v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.79,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw34v,eri2windw34v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.78,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw36v,,Windows Server,TRUE,,10.228.243.79,,Non-Operational,Retired,Windows Server 2022 Standard,10.0.20348,
eri2windw37v,eri2windw37v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.82,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw38v,eri2windw38v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.77,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw39v,eri2windw39v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.81,,Non-Operational,Retired,Windows 2022 Standard,10.0.20348,
eri2windw40v,eri2windw40v.corp.cvscaremark.com,Windows Server,TRUE,Woonsocket-1 CVS Drive,10.228.243.85,,Non-Operational,Retired,Windows 2019 Standard,10.0.17763,
eri2windw41v,,Windows Server,TRUE,,10.228.243.87,,Non-Operational,Retired,Windows Server 2019 Standard,10.0.17763,
eri2windw42v,,Windows Server,TRUE,,10.228.243.88,,Non-Operational,Retired,Windows Server 2022 Standard,10.0.20348,
